"DO Disease ID	DO Disease Name	OMIM IDs	Mouse MGI ID",,,,
"1474	aggressive periodontitis	170650|608526	1926321",,,,
"0060341	agnathia-otocephaly complex	202650	1336209",,,,
"0060341	agnathia-otocephaly complex	202650	1347465",,,,
"0050629	Aicardi-Goutieres syndrome	225750|610181|610329|610333|612952|615010|615846	1328317",,,,
"0050629	Aicardi-Goutieres syndrome	225750|610181|610329|610333|612952|615010|615846	1889575",,,,
"0112321	""alacrima", achalasia," and impaired intellectual development syndrome""	615510	1916330",,
"9245	Alagille syndrome	118450|610205	1095416",,,,
"0050741	alcohol dependence	103780	1927073",,,,
"4252	Alexander disease	203450	3581786",,,,
"4252	Alexander disease	203450	95697",,,,
"4252	Alexander disease	203450	3809242",,,,
"4252	Alexander disease	203450	3581778",,,,
"9270	alkaptonuria	203500	96078",,,,
"0050631	Allan-Herndon-Dudley syndrome	300523	1203732",,,,
"986	alopecia areata	104000|610753	2385321",,,,
"0050634	alopecia universalis	203655	96223",,,,
"13372	alpha 1-antitrypsin deficiency	613490	98376",,,,
"13372	alpha 1-antitrypsin deficiency	613490	3847800",,,,
"0060601	alpha-2-plasmin inhibitor deficiency	262850	107173",,,,
"3413	alpha-mannosidosis	248500	107286",,,,
"0060602	alpha-methylacyl-CoA racemase deficiency	614307	1098273",,,,
"1099	alpha thalassemia	604131	96014",,,,
"0110030	alpha thalassemia-X-linked intellectual disability syndrome	301040	103067",,,,
"0050473	Alstrom syndrome	203800	1934606",,,,
"0050635	alternating hemiplegia of childhood	104290|614820	88107",,,,
"0110042	Alzheimers disease 3	607822	3693363",,,,
"0110042	Alzheimers disease 3	607822	3693207",,,,
"0110042	Alzheimers disease 3	607822	1202717",,,,
"0110042	Alzheimers disease 3	607822	3618598",,,,
"0110042	Alzheimers disease 3	607822	3525178",,,,
"0110040	Alzheimers disease 4	606889	2448606",,,,
"0111060	Ambras type hypertrichosis universalis congenita	145701	96678",,,,
"0110060	amelogenesis imperfecta hypomaturation type 2A2	612529	1353466",,,,
"0110061	amelogenesis imperfecta hypomaturation type 2A3	613211	3583957",,,,
"0110052	amelogenesis imperfecta type 1B	104500	1333772",,,,
"0110058	amelogenesis imperfecta type 1E	301200	88005",,,,
"0110058	amelogenesis imperfecta type 1E	301200	3716187",,,,
"0111722	amelogenesis imperfecta type 3C	618386	2443373",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	4849841",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5621056",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	4452507",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	2388294",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	3793783",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	2183652",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5449891",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5630055",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	1298397",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	2388309",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	2178798",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	2388308",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	2388295",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	2388297",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	2388296",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5621171",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	2183553",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	3785089",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5449419",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	98351",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	98352",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5499105",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	4440538",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5699309",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5699311",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5308397",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5621060",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5286584",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5448545",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	3629225",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5297586",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	5575974",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	103178",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	3573957",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	3573959",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	3573960",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	4843142",,,,
"0060193	amyotrophic lateral sclerosis type 1	105400	2183653",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	5000262",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	5922012",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	5559587",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	5476818",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	5476817",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	5476814",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	5463118",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	2387629",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	5310798",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	5002478",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	5000263",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	4839652",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	4839651",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	4438487",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	4438486",,,,
"0060201	amyotrophic lateral sclerosis type 10	612069	4358721",,,,
"0060206	amyotrophic lateral sclerosis type 15	300857	5829049",,,,
"0060206	amyotrophic lateral sclerosis type 15	300857	5896607",,,,
"0060212	amyotrophic lateral sclerosis type 21	606070	1298379",,,,
"0080225	amyotrophic lateral sclerosis type 23	617839	108481",,,,
"0060196	amyotrophic lateral sclerosis type 4	602433	2443480",,,,
"0060196	amyotrophic lateral sclerosis type 4	602433	6881753",,,,
"0060198	amyotrophic lateral sclerosis type 6	608030	5644689",,,,
"0060198	amyotrophic lateral sclerosis type 6	608030	5644688",,,,
"0060198	amyotrophic lateral sclerosis type 6	608030	1353633",,,,
"0060198	amyotrophic lateral sclerosis type 6	608030	5577177",,,,
"0060198	amyotrophic lateral sclerosis type 6	608030	5618416",,,,
"0060198	amyotrophic lateral sclerosis type 6	608030	5445409",,,,
"0060198	amyotrophic lateral sclerosis type 6	608030	6476960",,,,
"0050752	amyotrophic lateral sclerosis type 8	608627	5544192",,,,
"0050801	androgenic alopecia	109200|300710|612421	4818966",,,,
"4674	androgen insensitivity syndrome	300068	88064",,,,
"4674	androgen insensitivity syndrome	300068	95543",,,,
"0060668	anencephaly	206500	1923799",,,,
"0060668	anencephaly	206500	107444",,,,
"0060668	anencephaly	206500	109360",,,,
"1932	Angelman syndrome	105830	105098",,,,
"1932	Angelman syndrome	105830	4830894",,,,
"1932	Angelman syndrome	105830	98347",,,,
"0090119	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	106260	1330810",,,,
"0060604	ankyloglossia	106280	1341817",,,,
"0111700	ankyrin-B-related cardiac arrhythmia	600919	88025",,,,
"0060850	annular pancreas	167750	95683",,,,
"0060850	annular pancreas	167750	96533",,,,
"3755	antithrombin III deficiency	613118	88095",,,,
"2030	anxiety disorder	607834	96273",,,,
"12449	aplastic anemia	609135	107656",,,,
"12449	aplastic anemia	609135	1197013",,,,
"14755	argininosuccinic aciduria	207900	88084",,,,
"0090122	aromatase excess syndrome	139300	88587",,,,
"0090122	aromatase excess syndrome	139300	2450860",,,,
"0090123	aromatic L-amino acid decarboxylase deficiency	608643	94876",,,,
"0110081	arrhythmogenic right ventricular dysplasia 10	610193	1196466",,,,
"0110083	arrhythmogenic right ventricular dysplasia 12	611528	5660495",,,,
"0110083	arrhythmogenic right ventricular dysplasia 12	611528	96650",,,,
"0110083	arrhythmogenic right ventricular dysplasia 12	611528	6501729",,,,
"0110074	arrhythmogenic right ventricular dysplasia 5	604400	105381",,,,
"0110076	arrhythmogenic right ventricular dysplasia 8	607450	109611",,,,
"0110077	arrhythmogenic right ventricular dysplasia 9	609040	6188928",,,,
"0110077	arrhythmogenic right ventricular dysplasia 9	609040	6188927",,,,
"0050644	arterial calcification of infancy	208000|614473	97370",,,,
"0050645	arterial tortuosity syndrome	208050	1918961",,,,
"0060688	arteriovenous malformations of the brain	108010	107471",,,,
"0060688	arteriovenous malformations of the brain	108010	95392",,,,
"0060688	arteriovenous malformations of the brain	108010	96680",,,,
"0060688	arteriovenous malformations of the brain	108010	1338946",,,,
"0060688	arteriovenous malformations of the brain	108010	4431196",,,,
"0050461	aspartylglucosaminuria	208400	104873",,,,
"0110085	asphyxiating thoracic dystrophy 1	208500	2146906",,,,
"0110086	asphyxiating thoracic dystrophy 2	611263	1915509",,,,
"0110087	asphyxiating thoracic dystrophy 3	613091	1915509",,,,
"0110087	asphyxiating thoracic dystrophy 3	613091	107736",,,,
"2841	asthma	600807	96615",,,,
"2841	asthma	600807	102672",,,,
"2841	asthma	600807	5444500",,,,
"2841	asthma	600807	1888984",,,,
"2841	asthma	600807	105367",,,,
"12704	ataxia telangiectasia	208900	107202",,,,
"0050682	Athabaskan brainstem dysgenesis syndrome	601536	96170",,,,
"3310	atopic dermatitis	603165	2181407",,,,
"3310	atopic dermatitis	603165	3845900",,,,
"3310	atopic dermatitis	603165	5317860",,,,
"3310	atopic dermatitis	603165	1855696",,,,
"3310	atopic dermatitis	603165	107361",,,,
"3310	atopic dermatitis	603165	104741",,,,
"3310	atopic dermatitis	603165	1931595",,,,
"3310	atopic dermatitis	603165	96556",,,,
"3310	atopic dermatitis	603165	1891009",,,,
"3310	atopic dermatitis	603165	2143599",,,,
"3310	atopic dermatitis	603165	96541",,,,
"3310	atopic dermatitis	603165	6330733",,,,
"3310	atopic dermatitis	603165	107936",,,,
"3310	atopic dermatitis	603165	1920428",,,,
"3310	atopic dermatitis	603165	1919163",,,,
"3310	atopic dermatitis	603165	1926370",,,,
"3310	atopic dermatitis	603165	5564934",,,,
"3310	atopic dermatitis	603165	5563690",,,,
"3310	atopic dermatitis	603165	5563664",,,,
"3310	atopic dermatitis	603165	1261423",,,,
"3310	atopic dermatitis	603165	103289",,,,
"3310	atopic dermatitis	603165	3850184",,,,
"3310	atopic dermatitis	603165	1096335",,,,
"3310	atopic dermatitis	603165	1913331",,,,
"3310	atopic dermatitis	603165	3621155",,,,
"0110098	atopic dermatitis 2	605803	95553",,,,
"0050649	atransferrinemia	209300	98821",,,,
"0110106	atrial heart septal defect 1	108800	88613",,,,
"0110106	atrial heart septal defect 1	108800	97380",,,,
"0110106	atrial heart septal defect 1	108800	3522243",,,,
"0110106	atrial heart septal defect 1	108800	4821838",,,,
"0110107	atrial heart septal defect 2	607941	95664",,,,
"0110112	atrial heart septal defect 7	108900	97350",,,,
"0060689	atrichia with papular lesions	209500	97402",,,,
"0060689	atrichia with papular lesions	209500	96223",,,,
"0060689	atrichia with papular lesions	209500	1930205",,,,
"0050651	atrioventricular septal defect	606215|614430|614474	3584243",,,,
"0050651	atrioventricular septal defect	606215|614430|614474	88180",,,,
"0050651	atrioventricular septal defect	606215|614430|614474	88613",,,,
"0050651	atrioventricular septal defect	606215|614430|614474	3522243",,,,
"0050651	atrioventricular septal defect	606215|614430|614474	2671284",,,,
"0050651	atrioventricular septal defect	606215|614430|614474	2682064",,,,
"0050651	atrioventricular septal defect	606215|614430|614474	1100864",,,,
"0050651	atrioventricular septal defect	606215|614430|614474	4821841",,,,
"0050651	atrioventricular septal defect	606215|614430|614474	1921272",,,,
"0050651	atrioventricular septal defect	606215|614430|614474	2449205",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	8215111",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	1928478",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	2685233",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	1927140",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	4452244",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	98331",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	98475",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	1098283",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	5529514",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	2179277",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	2441950",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	98743",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	94862",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	6259172",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	101764",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	109126",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	87891",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	1270841",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	88424",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	88355",,,,
"1094	attention deficit hyperactivity disorder	143465|608903|608904|608905|608906|612311|612312	1355272",,,,
"12849	autistic disorder	209850	88025",,,,
"417	autoimmune disease	109100	5661470",,,,
"417	autoimmune disease	109100	1920455",,,,
"417	autoimmune disease	109100	1196990",,,,
"417	autoimmune disease	109100	1890220",,,,
"718	autoimmune hemolytic anemia	205700	5317860",,,,
"718	autoimmune hemolytic anemia	205700	1855696",,,,
"0081242	""autoimmune interstitial lung", joint," and kidney disease""	616414	1334462",,
"6688	autoimmune lymphoproliferative syndrome	601859	95484",,,,
"6688	autoimmune lymphoproliferative syndrome	601859	99255",,,,
"0110116	autoimmune lymphoproliferative syndrome type 2B	607271	1261423",,,,
"0050167	autoimmune polyendocrine syndrome type 1	240300	1338803",,,,
"0060690	autosomal dominant auditory neuropathy 1	609129	1927222",,,,
"0060690	autosomal dominant auditory neuropathy 1	609129	5462249",,,,
"0060690	autosomal dominant auditory neuropathy 1	609129	5468142",,,,
"0080720	autosomal dominant congenital deafness with onychodystrophy	124480	109618",,,,
"0111206	autosomal dominant distal hereditary motor neuronopathy 2	158590	2135756",,,,
"0080224	autosomal dominant dystrophic epidermolysis bullosa	131750	88462",,,,
"0090107	autosomal dominant hypocalcemia 1	601198	1351351",,,,
"0090108	autosomal dominant hypocalcemia 2	615361	95766",,,,
"0050948	autosomal dominant hypophosphatemic rickets	193100	5465568",,,,
"0050948	autosomal dominant hypophosphatemic rickets	193100	1891427",,,,
"0070056	autosomal dominant intellectual developmental disorder 26	615834	1919847",,,,
"0070068	autosomal dominant intellectual developmental disorder 38	616393	1096317",,,,
"0070069	autosomal dominant intellectual developmental disorder 39	616521	1100511",,,,
"0070037	autosomal dominant intellectual developmental disorder 7	614104	1330299",,,,
"0060871	autosomal dominant keratitis-ichthyosis-deafness syndrome	148210	5635522",,,,
"0060871	autosomal dominant keratitis-ichthyosis-deafness syndrome	148210	95720",,,,
"0110305	autosomal dominant limb-girdle muscular dystrophy type 1	603511	5767287",,,,
"0060684	autosomal dominant nocturnal frontal lobe epilepsy 3	605375	3843694",,,,
"0060684	autosomal dominant nocturnal frontal lobe epilepsy 3	605375	87891",,,,
"0110544	autosomal dominant nonsyndromic deafness 12	601543	109575",,,,
"0110545	autosomal dominant nonsyndromic deafness 13	601868	88447",,,,
"0110546	autosomal dominant nonsyndromic deafness 15	602459	102523",,,,
"0110552	autosomal dominant nonsyndromic deafness 22	606346	104785",,,,
"0110555	autosomal dominant nonsyndromic deafness 25	605583	3039629",,,,
"0110555	autosomal dominant nonsyndromic deafness 25	605583	1926945",,,,
"0110563	autosomal dominant nonsyndromic deafness 36	606705	2151016",,,,
"0110567	autosomal dominant nonsyndromic deafness 41	608224	2665170",,,,
"0110573	autosomal dominant nonsyndromic deafness 4A	600652	2685615",,,,
"0110588	autosomal dominant nonsyndromic deafness 67	616340	2442832",,,,
"0110593	autosomal dominant nonsyndromic deafness 9	601369	1278313",,,,
"0110938	autosomal dominant osteopetrosis 2	166600	1347048",,,,
"0111520	autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 3	609286	3836896",,,,
"0111520	autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 3	609286	3836895",,,,
"0111520	autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 3	609286	2137410",,,,
"0060855	autosomal dominant pseudohypoaldosteronism type 1	177735	99459",,,,
"0110033	autosomal recessive Alport syndrome	203780	104687",,,,
"0110033	autosomal recessive Alport syndrome	203780	97138",,,,
"0110033	autosomal recessive Alport syndrome	203780	104688",,,,
"0060656	autosomal recessive congenital ichthyosis 1	242300	98730",,,,
"0060719	autosomal recessive congenital ichthyosis 10	615024	3617850",,,,
"0080257	autosomal recessive congenital ichthyosis 13	617574	1917311",,,,
"0060713	autosomal recessive congenital ichthyosis 4B	242500	2676312",,,,
"0060713	autosomal recessive congenital ichthyosis 4B	242500	99461",,,,
"0060713	autosomal recessive congenital ichthyosis 4B	242500	1923810",,,,
"0060713	autosomal recessive congenital ichthyosis 4B	242500	1920970",,,,
"0111064	autosomal recessive distal hereditary motor neuronopathy 1	604320	99954",,,,
"0090105	autosomal recessive hypercholesterolemia	603813	2140175",,,,
"0050949	autosomal recessive hypophosphatemic rickets	241520|613312	94910",,,,
"0050949	autosomal recessive hypophosphatemic rickets	241520|613312	5465568",,,,
"0081206	autosomal recessive intellectual developmental disorder 41	615637	1890380",,,,
"0111149	autosomal recessive isolated ectopia lentis 2	225100	2389008",,,,
"0110275	autosomal recessive limb-girdle muscular dystrophy type 2A	253600	107437",,,,
"0110276	autosomal recessive limb-girdle muscular dystrophy type 2B	253601	1349385",,,,
"0110277	autosomal recessive limb-girdle muscular dystrophy type 2C	253700	1346524",,,,
"0110278	autosomal recessive limb-girdle muscular dystrophy type 2D	608099	894698",,,,
"0110279	autosomal recessive limb-girdle muscular dystrophy type 2E	604286	1346523",,,,
"0110280	autosomal recessive limb-girdle muscular dystrophy type 2F	601287	1346525",,,,
"0110281	autosomal recessive limb-girdle muscular dystrophy type 2G	601954	1330233",,,,
"0110282	autosomal recessive limb-girdle muscular dystrophy type 2H	254110	1917057",,,,
"0110299	autosomal recessive limb-girdle muscular dystrophy type 2I	607155	2447586",,,,
"0110283	autosomal recessive limb-girdle muscular dystrophy type 2J	608807	98864",,,,
"0110284	autosomal recessive limb-girdle muscular dystrophy type 2L	611307	3576659",,,,
"0110293	autosomal recessive limb-girdle muscular dystrophy type 2P	613818	101864",,,,
"0110295	autosomal recessive limb-girdle muscular dystrophy type 2U	616052	1923097",,,,
"0050565	autosomal recessive nonsyndromic deafness	607197	1921050",,,,
"0050565	autosomal recessive nonsyndromic deafness	607197	103285",,,,
"0111640	autosomal recessive nonsyndromic deafness 111	618145	1289160",,,,
"0110467	autosomal recessive nonsyndromic deafness 12	601386	1890219",,,,
"0110471	autosomal recessive nonsyndromic deafness 16	603720	2153816",,,,
"0110473	autosomal recessive nonsyndromic deafness 18A	602092	1919338",,,,
"0110474	autosomal recessive nonsyndromic deafness 18B	614945	1202064",,,,
"0110475	autosomal recessive nonsyndromic deafness 1A	220290	107588",,,,
"0110475	autosomal recessive nonsyndromic deafness 1A	220290	7587715",,,,
"0110475	autosomal recessive nonsyndromic deafness 1A	220290	95720",,,,
"0110477	autosomal recessive nonsyndromic deafness 2	600060	104510",,,,
"0110480	autosomal recessive nonsyndromic deafness 22	607039	2149209",,,,
"0110481	autosomal recessive nonsyndromic deafness 23	609533	1891428",,,,
"0110486	autosomal recessive nonsyndromic deafness 28	609823	1349410",,,,
"0110487	autosomal recessive nonsyndromic deafness 29	614035	1860425",,,,
"0110488	autosomal recessive nonsyndromic deafness 3	600316	1261811",,,,
"0110489	autosomal recessive nonsyndromic deafness 30	607101	2183924",,,,
"0110490	autosomal recessive nonsyndromic deafness 31	607084	2682003",,,,
"0110491	autosomal recessive nonsyndromic deafness 32	608653	2442676",,,,
"0110495	autosomal recessive nonsyndromic deafness 37	607821	104785",,,,
"0110496	autosomal recessive nonsyndromic deafness 38	608219	3046339",,,,
"0110497	autosomal recessive nonsyndromic deafness 39	608265	96079",,,,
"0110500	autosomal recessive nonsyndromic deafness 42	609646	2146574",,,,
"0110505	autosomal recessive nonsyndromic deafness 48	609439	1929293",,,,
"0110506	autosomal recessive nonsyndromic deafness 49	610153	2446166",,,,
"0110511	autosomal recessive nonsyndromic deafness 59	610220	2685847",,,,
"0110515	autosomal recessive nonsyndromic deafness 63	611451	3769724",,,,
"0110519	autosomal recessive nonsyndromic deafness 68	610419	99569",,,,
"0110520	autosomal recessive nonsyndromic deafness 7	600974	2151016",,,,
"0110523	autosomal recessive nonsyndromic deafness 74	613718	2443538",,,,
"0110526	autosomal recessive nonsyndromic deafness 79	613307	2139535",,,,
"0110533	autosomal recessive nonsyndromic deafness 88	615429	2445168",,,,
"0110535	autosomal recessive nonsyndromic deafness 9	601071	1891247",,,,
"0110537	autosomal recessive nonsyndromic deafness 93	614899	1352749",,,,
"0110942	autosomal recessive osteopetrosis 1	259700	2685163",,,,
"0110942	autosomal recessive osteopetrosis 1	259700	1350931",,,,
"0110943	autosomal recessive osteopetrosis 2	259710	1100089",,,,
"0110941	autosomal recessive osteopetrosis 3	259730	88269",,,,
"0110944	autosomal recessive osteopetrosis 4	611490	1347048",,,,
"0110939	autosomal recessive osteopetrosis 5	259720	2655574",,,,
"0110945	autosomal recessive osteopetrosis 6	611497	2443207",,,,
"0110940	autosomal recessive osteopetrosis 8	615085	1919232",,,,
"0060854	autosomal recessive pseudohypoaldosteronism type 1	264350	104695",,,,
"0060854	autosomal recessive pseudohypoaldosteronism type 1	264350	104696",,,,
"0060764	autosomal recessive Robinow syndrome	268310	1347521",,,,
"0060764	autosomal recessive Robinow syndrome	268310	1916034",,,,
"0080060	autosomal recessive spinocerebellar ataxia 12	614322	1931237",,,,
"0080062	autosomal recessive spinocerebellar ataxia 13	614831	1351338",,,,
"0080029	autosomal recessive spinocerebellar ataxia 16	615768	1891731",,,,
"0080042	autosomal recessive spinocerebellar ataxia 18	616204	95813",,,,
"0110120	Axenfeld-Rieger syndrome type 1	180500	5546358",,,,
"0110120	Axenfeld-Rieger syndrome type 1	180500	3851132",,,,
"0110120	Axenfeld-Rieger syndrome type 1	180500	109340",,,,
